,Album,Tracks,Features,Producer,Writer,Year,Lyrics,Length
23,Ayo,"""On Top Your Matter""",,Del B,Balogun,2014.0,"[Intro]
Aha
Oh na na na na na na yah yah yeah
Oh na na na oh eh
It's Del B on the beat

[Chorus]
I fit die on top your matter eh(baby oh)
Baby girl God bless your mother eh (baby oh)
You too fine pass mami watereh
Baby bless your mother
Baby girl God bless your father eh (baby oh)
I fit die on top your matter eh (baby oh)
Baby girl God bless your mother eh (baby oh)
You too fine pass mami water eh
Baby bless your mother
Baby girl God bless your father eh (baby oh)
Love me make I love you baby oh (baby oh)
Kiss me make I kiss you baby oh (my baby oh)
Baby let me love you (uh huh)
Baby kiss me eh
Baby make I kiss you baby oh (baby oh)
Baby girl you mesmerize me
I've been searching searching searching and I finally found love (yeah)
Baby girl you take my heart away
I've been looking looking looking and I finally found love
I wanna have kids with you baby
Dem go school for Germany
I find peace with you baby and I'll never leave you my lady
I wanna please you my baby
Buy you everything you need
Dem go bring your car from Germany
Give you mansion and money
Eh eh
Love oh love oh (baby oh)
Make you give me many oh (baby oh)
I go give you love oh, give you love oh
And I promise to give you many oh (baby oh)


[Chorus]
I fit die on top your matter eh (baby oh)
Baby girl God bless your mother eh (baby oh)
You too fine pass mami watereh
Baby bless your mother
Baby girl God bless your father eh (baby oh)
I fit die on top your matter eh (baby oh)
Baby girl God bless your mother eh (baby oh)
You too fine pass mami water eh
Baby bless your mother
Baby girl God bless your father eh (baby oh)
Love me make I love you baby oh (baby oh)
Kiss me make I kiss you baby oh (my baby oh)
Baby let me love you (uh huh)
Baby kiss me eh
Baby make I kiss you baby oh (baby oh)
Ahhh
Lisa ahhh
Pretty Lisa
Ahh baby I beg no dey play me like that
Ahh Lisa
Ahh Monalisa
Ahh baby I beg no dey play me like that
Hey ey ey!
Love oh love oh (baby oh)
Make you give me many oh (baby oh)
I go give you love oh, give you love oh
And I promise to give you many oh (baby oh)
Love oh love oh (baby oh)
Give me many oh (baby oh)
I go give you love oh, give you love oh
And I promise to give you many oh (baby oh)


[Chorus]
I fit die on top your matter eh (baby oh)
Baby girl God bless your mother eh (baby oh)
You too fine pass mami water eh
Baby bless your mother
Baby girl God bless your father eh (baby oh)
I fit die on top your matter eh (baby oh)
Baby girl God bless your mother eh (baby oh)
You too fine pass mami water eh
Baby bless your mother
Baby girl God bless your father eh (baby oh)
Love me make I love you baby oh (baby oh)
Kiss me make I kiss you baby oh (my baby oh)
Baby let me love you (uh huh)
Baby kiss me eh
Baby make I kiss you baby oh (baby oh)",4:44
24,Ayo,"""In Love"" ",Seyi Shay,Spellz,"Balogun, Deborah Joshua",2014.0,"Come on baby Come and be my lady The way you move your body Girl you drive me crazy

I can’t explain it My girl I can’t explain it Girl you got me asking for more Asking for more
You know that I love the way you watch it Looking like you want to touch it If you’re good I’ll let you have it Omo I go be your bad habit
I can’t explain it Oh boy I can’t explain it Just how I got you asking for more How you’re begging for more
Oh my baby Come and be my lady See everyday I’m falling in love Yeah Falling in Love
Come here baby I want you to be my bobo Coz everyday I’m falling in love
I’m falling in love With you I’m falling for you girl With you I’m falling for you girl With you I’m falling for you girl Everyday I’m falling in love I’m falling in love
You know that I need your love Like this drink in my cup So pour your drink in my cup I’m trying to drink you all up
Girl hold on The feeling that I feel is so strong I need your love, your care, your kiss and touch to move on
Yeah
I’m loving your low waist Hey Feeling your low waist Hey Every time you shaking your booty You causing me gobe Aha
I’m loving the way Your feeling my low waist Driving me crazy Calling me baby No, no, don’t go away
Oh my baby Come and be my lady {Be my baby} See everyday I’m falling in love Yeah Falling in Love
Come here baby {Come here baby} I want you to be my bobo {To be my baby} Coz everyday I’m falling in love
I’m falling in love With you I’m falling for you girl With you I’m falling for you girl With you I’m falling for you girl Everyday I’m falling in love I’m falling in love
Girl you got the ghetto boy Falling for you girl I can’t explain what I am feeling for you girl Girl you got the ghetto boy Falling for you I’m really falling big Girl I tell them other girls bye
Girl you got the ghetto boy Falling for you girl I can’t explain what I am feeling for you girl Girl you got the ghetto boy Falling for you I’m really falling big Girl I tell them other girls bye
",3:21
25,Ayo,"""For You"" ",Akon,Uhuru,"Balogun, Aliaune Thiam",2014.0,"[Intro: Wizkid, Akon]
We starboys Ha-ha
We starboys
Akon and Wizkid

[Verse 1: Wizkid]
I'm feelin ya love oh
Give me many more, pass me your love oh
And I go show you many more
Baby you plus me ahaa, love forever
Call me don-da-da, baby you're the one
But ogogoro no sweet pass pami oh
Baby oh
But ogogoro dey high pass pami oh
Baby oh
And i dey feel wetin dey your body oh
Baby oh
See wetin your love dey do my body oh baby oh

[Pre-Chorus: Wizkid]
You know for sure, na you
I go fly go every show, with you
I go tell my mama say, na you
Baby girl, I swear to you, na me and you

[Chorus: Akon]
You're my only lover, I will be here for you
Place no one above you
I'll do whatever for you
You're my only lover, I will be here for you
Place no one above you
I'll do whatever for you


[Verse 2: Akon]
So call your father, tell him I'm taking you
Then, thank your mother
For makin you so beautiful
So far the weather, didn't think you would make it through
When I gave him that letter
It came right back to me times two
So take a sip up and drink up whatever it is that to make you want me
And wind it up and sit up and make me get up when you brushing on me
And I got this iron pipe, called I am 'kon
I am life, that's I am long
Clearly you heard that I am strong
And you might want to get this iron dong

[Bridge: Akon]
Right na-na-na, feeling your na-na-na
Thinking about you, na-na-na
Sipping on na-na-na
You're the one in love right now
And I hold you down na-na
So come here right now, na-na
Come here right now na-na

[Pre-Chorus: Wizkid]
You know for sure, na you
I go fly go every show, with you
I go tell my mama say, na you
Baby girl, I swear to you, na me and you


[Chorus: Akon]
You're my only lover, I will be here for you
Place no one above you
I'll do whatever for you
You're my only lover, I will be here for you
Place no one above you
I'll do whatever for you

[Pre-Chorus: Wizkid]
You know for sure, na you
I go fly go every show, with you
I go tell my mama say, na you
Baby girl, I swear to you, na me and you

[Chorus: Akon]
You're my only lover, I will be here for you
Place no one above you
I'll do whatever for you
You're my only lover, I will be here for you
Place no one above you
I'll do whatever for you

[Outro: Wizkid, Akon]
We starboys Ha-ha
We starboys
Akon and Wizkid",3:57
26,Ayo,"""Dutty Whine"" ",Banky W,Legendury Beatz,"Balogun, Banky Wellington",2014.0,"[Intro – Wizkid] Yaga Dunno (Ahan) Starboy team (Ahan) EMEzy (Uhh) Legendury beat
[Verse 1 – Wizkid} Love the way you move and the way your booty shaking Looking at me eyes, get on me, no time for wasting Girl you make me craze, I want you no contemplating I no go ever lie, my love for you, no replacing
[Chorus – Wizkid] Girl dutty whine Busta whine, do the dance and follow the vibe Girl dutty whine Busta whine, do the dance and follow the vibe
She gat a skinny body with a big booty See her body too nice and she kind to me She gat a skinny body with a big booty See her body too nice and she kind to me

oh yah yah
Girl dutty whine Busta whine (Ahan), do the dance and follow the vibe Girl dutty whine Busta whine(Ahan), do the dance and follow the vibe
[Verse 2 – Wizkid] Imma give you nonstop, no debating Girls, pull down, all you need to do is shake it See Imma give you, make you scream “Wizzy baby” Girl you cause an earthquake everytime you break it
Say baby girl you make a man go crazy Your body shake and the booty is amazing and inna the club my music is ever blazing Starboy thing I 
Baby girl I wanna show you the way eh Keep your love, never throw it away Baby girl I wanna take you away Give you good loving every night and day
[Chorus – Wizkid] Girl dutty whine Busta whine, do the dance and follow the vibe Girl dutty whine Busta whine, do the dance and follow the vibe
She gat a skinny body with a big booty See her body too nice and she kind to me She gat a skinny body with a big booty See her body too nice and she kind to me
oh yah yah
Girl dutty whine Busta whine (Ahan), do the dance and follow the vibe Girl dutty whine Busta whine(Ahan), do the dance and follow the vibe
[Verse 3 – Banky W] W! Do the dirty whine No time to dey chill Shawty too fine, no instagram filter Way wey she dey grind, she a dance floor killer (Let’s go) I dey kolo, she go follow me, no think am
Okay When I switch the flow Watch the people make noise So many stars you go think say I be *(boy Barn) W, Wiz, EME, Starboy and no weapon fashioned can destroy them
Back to the matter Girl, lemme see you whine eh Omo she go  It’s a first class ride, keep your seats  With your innocent face and butt behind, dutty whine
[Chorus – Wizkid] Girl dutty whine Busta whine, do the dance and follow the vibe Girl dutty whine Busta whine, do the dance and follow the vibe
She gat a skinny body with a big booty See her body too nice and she kind to me She gat a skinny body with a big booty See her body too nice and she kind to me
oh yah yah
Girl dutty whine Busta whine (Ahan), do the dance and follow the vibe Girl dutty whine Busta whine(Ahan), do the dance and follow the vibe
{Verse 4 – Wizkid} Your big booty got a man so confused Whatever you choose, girl I buy you jimmy choo Say in the morning and at night, girl I’m ready Let me control, baby girl o keep it steady Baby girl dance for me Make you move, make you show me say you carry body and if na room matter I go be your sure pady No be lie I dey lie, girl I get money
Baby girl I wanna show you the way Keep your love, never throw it away Baby girl I wanna take you away Give you good loving every night and day
[Chorus – Wizkid] Girl dutty whine Busta whine, do the dance and follow the vibe Girl dutty whine Busta whine, do the dance and follow the vibe
She gat a skinny body with a big booty See her body too nice and she kind to me She gat a skinny body with a big booty See her body too nice and she kind to me
oh yah yah
Girl dutty whine Busta whine (Ahan), do the dance and follow the vibe Girl dutty whine Busta whine(Ahan), do the dance and follow the vibe
[Outro] Legendury beat Suka Sound
",4:13
27,Ayo,"“Ki lo fe""",,Sarz,Balogun,2014.0,"Yaaga
My girl wen i did this song
I swear say i do am for you
My love for u go beyond
Anything there want to show you
You give me d strength to carry on
Thats y i go always love you
Girl i bad pass JAMES BOND
And dats y i go fight for you
Girl i can't do without you do without you
I gats to let u know
Girl e go break my heart
It will break my heart
If u ever leave me go
In d sunny and d rainy weather
I'll be there for you
So girl take my hand
And let us fly away
Kilofe Porsche carera
Kilofe designer
Je ka wole
Baby je ka wole
Kilofe owo mi lo wa
Kilofe designer
Kilofe porsche carera
Baby je ka wole
Ka wole
Kilofe owo mi lo wa
Can't u seeoh baby can't u see
Ke kule gbo ko so fun toko
Baby girl i love u truly and
My body for you only
And for you i act a fool
Ke kule gbo ko so fun toko
Baby girl i swear am falling
And to sleep and i can't control
I can't help my feelings for you
Feeling ur low waist o
Love ur figure eight
Your body i no fit wait o
Oh baby abegee shake e oh
Love ur waist o oh
Love ur figure eight
Your body i no fit wait o
Love d way u shake o eh
Kilofe porsche carera
Kilofe designer
Je ka wole
Baby je ka wole
Ki lo fe
Owo mi lowa
Kilofe designer
Kilofe porsche carera
Baby je ka wole ahn
Ka wole na
Kilofe owo mi lo wa
End",2:29
28,Ayo,"""Omalicha""",,Legendury Beatz,Balogun,2014.0,"Who dey who dey who dey
my mind

Every morning when I wake
I just want dey see my kele
Say she dey burst my brain
Every night and day
night and day eh
omo feel my pain eh ehh
I go don see d rain eh ehh
Just to prove no games eh ehh
Eh eh

Omalicha I'm feeling ur love oh
Ehhhhhhh
Eh eh
Every night and day oh
Ehhhhhh
Eh eh
Baby I'm wanting ur love oh
Ehhhhhh
Eh eh
Every night and day oh
Ehhhhhh
Eh eh


She give me dis she give me dat
I give her good good loving
I give her good good loving
She give me so many things
She tell me boy no stopping
baby boy no stopping
you and I together
nobody come between
baby u and I forever
will u stay with me

and I promise that I will share my life
and i'll share my soul
and I will keep u so close
and I will never let u go
and I will hold u
I will kiss u
Never leave u alone
Girl you're my heart and my soul
Ohh ohhh

Omalicha I'm feeling ur love oh
Ehhhhhhh
Eh eh
Every night and day oh
Ehhhhhh
Eh eh
Omalicha I'm wanting ur love oh
Ehhhhhh
Eh eh
Every night and day oh
Ehhhhhh
Eh eh


and I promise that I will share my life
and i'll share my soul
and I will keep u so close
and I will never let u go
and I will hold u
I will kiss u
Never leave u alone
Girl you're my heart and my soul
Ohh ohhh

Omalicha I'm feeling ur love oh
Ehhhhh
Eh eh
You preserve my soul o
Ehhhhhhh
Eh eh
Omalicha I'm wanting ur love o
Ehhhhh
Eh eh
Girl I want ur love today
Ehhhhh
Eh eh
Omalicha I'm feeling ur love o
Ehhhhh
Eh eh
Every now and so ooo
Ehhhhh
Eh eh
Oh baby I'm wanting ur love o
Ehhhhh
Eh eh
You preserve my soul o ehhhh
Eh eh


I wanna dance with my baby anytime, anyday, anywhere everyday
Na u dey burst my mind
I'm gonna craze for u baby cause anytime, anyday everywhere, anywhere
Na u dey na u dey burst my mind",3:22
29,Ayo,"""Bombay"" ",Phyno,Dokta Frabz,"Balogun, Azubuike Nelson",2014.0,"[Intro: Wizkid]
Yey yey
Woh woh
Starboy
Yey yey hey hey

[Verse 1: Wizkid]
Maka chukwu maka gini
I'm feeling the style make you come ogini
Come make we roll in my lamborgini
Make you chop my money i nor mind na god give me
Baby girl cause your body dey burst my brain oh
Girl i'm going insane oh
Baby girl please make my day
Cause their profit nor reach my gain

[Chorus]
Your bum bum bigger than bombay
Your bom bom make me throw way
Aham
Na you dey for my mind
Your bum bum bigger than bombay
Your bom bom make me throw way
Aham
Na you dey for my mind


[Bridge: Wizkid]
O baby girl your body bad nunu
Come close give me kiss nunu
I dey for heat give me breeze nunu
I'm spending with ease come and eat nunu
O baby girl your body bad
Come close give me kiss nunu
I dey for heat give me breeze nunu
I'm spending with ease come and eat nunu

[Verse 2: Phyno]
Di bi eh
Wota kukpe sikuru...
Yes oh numu maka tata hey ga chumo yekuru
Maka monye na good u
E hota na mukuru
Oha hula junk here ca mo gba le sikuru chai
Me na phyno 80 soft to tha bread
Aney maya can wait oya come to my bed
Mmwwa ure te ure te ca mu tu ley ca tu ley tey
Ca mu tiey tey tiey tey mgbaka egala nu mu tey

[Bridge: Wizkid]
I am feeling your move
Baby lets make a movie
Come on straight to my room
Baby stop all your fronting


[Chorus: Wizkid]
Your bum bum bigger than bombay
Your bom bom make me throw way
Aham
Na you dey for my mind
Your bum bum bigger than bombay
Your bom bom make me throw way
Aham
Na you dey for my mind

[Verse 3: Wizkid]
Baby comment tu t'appelles
Baby tell me what is your name and number
I am je m'appelle wizzy
Baby cesci co porsch
I am feeling your movement
The way you dance to the groove
I believe in your government
And i dey feel your parol

[Verse 4: Phyno]
Aaahm
Mmwa iheya obo yen yen gia
Eehm mmwa rika dueilo yes enya aah
Have been waiting for you baby ma nor tell her
And ima niwey bu te lumia imela
Oyi jua medelee ibute pay tey
Be wan taman mma kame di nye see aka munye di
Aaah
So give it to me baby make you roll am
Asa soga to down here
Just one gwo


[Bridge: Wizkid]
I am feeling your move
Baby lets make a movie
Come on straight to my room
I got all that you wanting
Girl i like your parol
Baby stop all your fronting
Come on leave my caro
Baby sare tele me so

[Chorus: Wizkid]
Your bum bum bigger than bombay
Your bom bom make me throw way
Aham
Na you dey for my mind
Your bum bum bigger than bombay
Your bom bom make me throw way
Aham
Na you dey for my mind",3:20
30,Ayo,"""One Question"" ",Yemi Sax,Dokta Frabz,Balogun,2014.0,"[Intro: Wizkid]
Haa heyy
Baby baby baby baby
No bi me parki that motto
Baby baby baby baby
No bi me puti that money there
Baby baby baby baby
No bi me geti money pass
Baby maybe
But say

[Chorus: Wizkid]
I got oneeee one question
Are you gonna dance with me? (Ehhh na na yee)
I got oneee one question
Are you gonna dance with me? (Ehhh na na nehh)

[Verse 1: Wizkid]
Feeling really good today
Really good today
Say I'm thankful for today
Thankful for today
Atimes from working everyday
Everyday 9 to 5
But I want to free my mind and free my soul
And let it all away
Omo mi shake it eyo, shake it
Drop it lady, break it eyo
Break it
Don't waste the feeling eyo
Lady oo, reyy oo eh
Omo mi break it eyo
Shake it
Grab a drink and meet me eyo, lady
Let's dance and party oo
Lady oo
Reyy


[Chorus: Wizkid]
I got oneeee one question
Are you gonna dance with me?
(Please say yes baby, please say yes)
I got oneee one question
Are you gonna dance with me?
(Oh baby! Oh baby baby)
I got oneeee one question
Are you gonna dance with me?
(Please say yes, oh baby say yes na)
I got oneee one question
Are you gonna dance with me?
(Ehhh na na nehh)

[Bridge: Wizkid]
Sweet my ehhh
I love my baby no bi small
I love my ehhhh
I love my baby no bi small
She dey sweet my belle ehhh
I love my baby no bi small
She dey make me kolo ehh
Love my baby no bi small

[Verse 2: Wizkid]
Can't you see me baby
I'm doing these things for love
Can't you see my baby
I wanna give my life for love
I never spend many years for my life
But the rest baby girl
I wanna spend with you
Be mine
You too fine ehh
But


[Chorus: Wizkid]
I got oneeee one question
Are you gonna dance with me?
(Ehhh na na yee)
I got oneee one question
Are you gonna dance with me?
(Please say yes baby, please say yes)
I got oneeee one question
Are you gonna dance with me?
(Answer me, answer mee)
I got oneee one question
Are you gonna dance with me?
(Ohhh lord have mercy)

[Outro: Wizkid]
Give me the drums
I want the drums
Just the drums
Just the drums
Give me the base
Just the base
Just the base
Just the base
Give me the guitar
Play your guitar
Stroke your guitar
Stroke your guitar
Baby ehh
Baby shake it
Baby shake it
Baby roll
Baby shake it
Give me the base
Give me your body
Wansayy ehh
Kpam du keeh
Kpam du keeh
Kpam du keet
Oya gimme your guitar
Show me your style
Show me your style
Pump your spider
Gimme your base
Gimme your craze
Show your base
Pump your baseee


Sheyman on the mix",4:55
31,Ayo,"""Celebrate""",,Shizzi,Balogun,2014.0,"[Intro]
Shizzy

[Chorus]
Hmmn oh eh
Eh oh eh
Are you ready to celebrate oh
Celebrate oh oh ehhhh
Oh eh see e oh eh
I am ready to spend my money oh
Spend my money oh oh eh
L'adugbo mi oh
Tinti yooo
Wizzy baby oh
L'adugbo mi oh
Tinti yooo
Wizzy baby oh

[Verse 1]
I am singing i am singing
Singing my song
I am chilling i am feeling good
Mo n jaiye lo
I dey with fine Deborah
She be fine fine lady oh
Her body nice and sweet
Her body just causing commotion
Moji l'owuro, mo b'eleda mi wi
Ko so mi sire
Ko je ki n k'ore de'le
Ehh ori mi gbami oh
Eleda mi gbami oh
K'owo ma bami oh
Moni e ba mi s'amin oh


[Chorus]
Hmmn oh eh
Eh oh eh
Are you ready to celebrate oh
Celebrate oh oh ehhhh
Oh eh see e oh eh
I am ready to spend my money oh
Spend my money oh oh eh
L'adugbo mi oh
Tinti yo
Wizzy baby oh
L'adugbo mi oh say
Tinti yooo
Wizzy baby

[Verse 2]
See i nor send you
I nor look uche face
I nor beef you
I just dey thank God for my grace
I nor envy brother
I just dey do my thing my way
I nor see badman
Mama dey always pray for me yeah
Life life life life life life na jeje
Ehh live your life and i live my life
I live it jeje
Ehh ori mi gbami oh
Eleda mi gbami oh
Maje k'on pami oh
Moni e ba mi s'amin oh


[Chorus]
Hmmn oh eh
Eh oh eh
Are you ready to celebrate oh
Celebrate oh oh ehhhh
Oh eh see e oh eh
I am ready to spend my money oh
Spend my money oh oh eh
L'adugbo mi oh
Tinti yo
Wizzy baby oh
L'adugbo mi oh say
Tinti yooo
Wizzy baby oh",3:34
32,Ayo,"""Show You The Money"" ",Tyga,Shizzi,"Balogun, Michael Nguyen-Stevenson",2014.0,"[Pre-Chorus: Wizkid]
Are you gonna dance o
If I show you my money
Are you gonna dance o
If I show you the way
Are you gonna dance o
If I show you my pocket
Baby, are you gonna dance o
If I show you my wallet

[Chorus: Wizkid]
I will show you the money o eh eh
Baby dance for me o eh eh
Baby move for me o oh oh
Don't go funny oh oh eh eh
I will show you the money o eh eh
Baby dance for me o eh eh
Show me your body o
Don't go funny oh oh eh eh

[Verse 1: Wizkid]
African, African, African, African baby, oh yeah
See African, African, African, African baby o
Aro eh
The money too much I'm dashing
Are you feeling my singing
Pass whatever you're thinking o
Can't you see what I'm feeling now
Lagos to Dubai
Abuja to Mozambique
Jo'borg to Mumbai
Na Wizzy music they want to dance to


[Pre-Chorus: Wizkid]
Are you gonna dance o
If I show you my money
Are you gonna dance o
If I show you the way
Are you gonna dance o
If I show you my pocket
Baby, are you gonna dance o
If I show you my wallet

[Chorus: Wizkid]
I will show you the money o eh eh
Baby dance for me o eh eh
Baby move for me o oh oh
Don't go funny oh oh eh eh
I will show you the money o eh eh
Baby dance for me o eh eh
Show me your body o
Don't go funny oh oh eh eh

[Verse 2: Wizkid]
Minie minie mani mo
Baby give me all your loving
Minie minie mani mo
I no go take your love for granted
Baby baby, faya gbe jo
Baby you and I just dey go
Don't let bad mind stop our flow
Baby make we just dey go eh
The money too much I'm dashing
Are you feeling my singing
Buy whatever you're thinking o
Can't you see what I'm feeling now
Lagos to Dubai
Abuja to Munzabi
Jubok to Mumbai
Na Wizzy music they want to dance to


[Pre-Chorus: Wizkid]
Are you gonna dance o
If I show you my money
Are you gonna dance o
If I show you the way
Are you gonna dance o
If I show you my pocket
Baby, are you gonna dance o
If I show you my wallet

[Chorus: Wizkid]
I will show you the money o eh eh
Baby dance for me o eh eh
Baby move for me o oh oh
Don't go funny oh oh eh eh
I will show you the money o eh eh
Baby dance for me o eh eh
Show me your body o
Don't go funny oh oh eh eh

[Verse 3: Tyga]
Yeah, big shota, top dolla
Ooh right the beat go ill nana
Ooh got the streets on lock papa
It's the only nigga that can make you pussy wetter
Gimmi di Benz punany mek mi gwaan drive it out
Gimmi di Benz punany mek mi gwaan drive it out
Girl back me down, we lay in the [?]
[?]
You know T-Raw a superstar
I love money it just makes me hard
She only love me cause my bank is large
Yeah baby, yeah I said it
Me and Wiz gotta lotta freaks going crazy
She gon really have to show me she born ready
If I show you my pocket, that ass clappin


[Pre-Chorus: Wizkid]
Are you gonna dance o
If I show you my money
Are you gonna dance o
If I show you the way
Are you gonna dance o
If I show you my pocket
Baby, are you gonna dance o
If I show you my wallet

[Chorus: Wizkid]
I will show you the money o eh eh
Baby dance for me o eh eh
Baby move for me o oh oh
Don't go funny oh oh eh eh
I will show you the money o eh eh
Baby dance for me o eh eh
Show me your body o
Don't go funny oh oh eh eh",4:13
33,Ayo,"""Murder"" ",Wale,Maleek Berry,"Balogun, Olubowale Akintimehin",2014.0,"[Intro] Oh oh oh eh Ah ra ran Eh re re re re re re Eh eh eh eh eh eh eh A ranra eh ehhhh Berry pon this Eh re re re re re re
[Verse 1 – Wizkid] She killing me, murder Intentional murder See her back side is fire Whatever she do, she make me gaga She gat me calling, calling Messiah I fell too deep, e back fire Say I thought you’ll never let me go Say baby girl you promise me you’ll never let me go Oh yaya
[Pre-Chorus – Wizkid] So ja sere Baby je ka wole Ahhh ahhhn ahhnn Ja sere Ja wole (ah bosi eh) Ja sere Baby je ka wole
Say Oya One two Ready go Oya open and close when the gbedu drops Oya na

[Chorus – Wizkid] She killing me, murder She killing me, murder (han) She killing me, murder She gat a bad man turned on You gat a fire Baby I want your fire Promise me you’ll never let me go Say baby girl, I promise you, I’ll never let you go Oya na
[Verse 2 – Wizkid] She got a bad man looking, got a bad man smiling I give you everything, just to rock my style I make the girls them whine, them like to dirty whine Them like to rock with starboy Wizzy King of every show Never letting go You’re the type of girl, I’ve been looking for Say your booty got me moving slow The type of booty wey you get, I no fit let am go Oya na
She likes to party, I like to party too Say, she killing me slow She say she’ feeling what I’m feeling I’ll never let you go go go Just move to the left and move to the right And shake your booty from side to side Say your booty got me moving slow The type of booty wey you get, I no fit let am go Oya na
[Pre-Chorus – Wizkid] So ja sere Baby je ka wole Ahhh ahhhn ahhnn Ja sere Ja wole (ah bosi eh) Ja sere Baby je ka wole
Say Oya One two Ready go Oya open and close when the gbedu drops Oya na
[Chorus – Wizkid] She killing me, murder She killing me, murder (han) She killing me, murder She gat a bad man turned on You gat a fire Baby I want your fire Promise me you’ll never let me go Say baby girl, I promise you I’ll never let you go Oya na
[Verse 3 – Wale] Murder, bloody murder and we be  
[Pre-Chorus – Wizkid] So ja sere Baby je ka wole Ahhh ahhhn ahhnn Ja sere Ja wole (ah bosi eh) Ja sere Baby je ka wole
Say Oya One two Ready go Oya open and close when the gbedu drops Oya na
[Chorus – Wizkid] She killing me, murder She killing me, murder (han) She killing me, murder She gat a bad man turned on You gat a fire Baby I want your fire Promise me you’ll never let me go Say baby girl, I promise I’ll never let you go Oya na
She killing me, murder She killing me, murder (han) She killing me, murder She gat a bad man turned on You gat a fire Baby I want your fire Promise me you’ll never let me go Say baby girl, I promise you I’ll never let you go Oya na
",4:02
34,Ayo,"""Joy""",,Dokta Frabz,Balogun,2014.0,"[Verse 1]
Oh nananana
Eh eh
In the early 90s
That was the beginning
Mama had me
She was definitely smiling
Finally a boy
She was very very happy
She prayed for those with the love of her life eh
She called me grace
She called me blessing
She looked into my eyes
Called me love of her life
I wish i could go back and feel what she felt
But she goes on her knees
And tell God what she felt eh

[Chorus]
Joy nothing but joy
Every other day she feels nothing but joy
Showers of blessings
God blessed her plenty
Thank God for blessing
Love of my life eh
Joy nothing but joy
Every other day she feels nothing but joy
We didn't have much
She loved me still
When she thank God for blessing love of my life eh


[Post-Chorus]
When I was a little boy
Mama told me
My boy chase your dreams
And keep believing
And the sky will be your beginning
When I was a little boy
Mama told me
My boy chase your dreams
And keep believing
And your peak will be your beginning

When I was a little boy
Mama told me
Love will set you free
My boy please believe it
Cos this love is for real
When I was a little boy
Mama told me
My boy chase your dreams
And keep believing
And the love will set you free
Yeah yeah

[Verse 2]
One time for my people wey sabi
Wey dey feel Wizzy music
Wey dey buy my CD
I say two times for the people wey sabi
Wey dey buy all the tickets
Wey dey come for my shows
I say three times for the people wey sabi
Wey dey play my music
Wey dey dance azonto
I say four times for my people wey sabi
Wey dey support Wizzy
Wey dey pray for me


[Chorus]
I say joy nothing but Joy
Every other day you see nothing but joy
I pray God bless you
Bless your family
Wish you what you wish me
God bless my people
Joy nothing but Joy
Every other day you see nothing but joy
I pray God bless you
Bless all your family
Wish you what you wish me
God bless my people

[Post-Chorus]
When I was a little boy
Mama told me
My boy chase your dreams
And keep believing
And the sky will be your beginning
When I was a little boy
Mama told me
My boy chase your dreams
And keep believing
And your peak will be your beginning


When I was a little boy
Mama told me
Love will set you free
My boy please believe it
Cos this love is for real
When I was a little boy
Mama told me
My boy chase your dreams
And keep believing
And the love will set you free
Yeah yeah",3:15
